,cause,cause_desc
9801,S3792,Contusion of unspecified urinary and pelvic organ
9802,S42156,"Nondisplaced fracture of neck of scapula, unspecified shoulder"
9803,S42432,Displaced fracture (avulsion) of lateral epicondyle of left humerus
9804,S52541,Smith's fracture of right radius
9805,S53023,Posterior subluxation of unspecified radial head
9806,S53115,Anterior dislocation of left ulnohumeral joint
9807,S55212,"Laceration of vein at forearm level, left arm"
9808,S62254,"Nondisplaced fracture of neck of first metacarpal bone, right hand"
9809,S62622,Displaced fracture of middle phalanx of right middle finger
9810,S62660,Nondisplaced fracture of distal phalanx of right index finger
9811,S63226,Subluxation of unspecified interphalangeal joint of right little finger
9812,S63255,Unspecified dislocation of left ring finger
9813,S63273,Dislocation of unspecified interphalangeal joint of left middle finger
9814,S6412,Injury of median nerve at wrist and hand level of left arm
9815,S6430,Injury of digital nerve of unspecified thumb
9816,S66029,"Laceration of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level"
9817,S21329,Laceration with foreign body of unspecified front wall of thorax with penetration into thoracic cavity
9818,S31612,"Laceration without foreign body of abdominal wall, epigastric region with penetration into peritoneal cavity"
9819,S32112,Severely displaced Zone I fracture of sacrum
9820,S36429,Contusion of unspecified part of small intestine
9821,S40261,Insect bite (nonvenomous) of right shoulder
9822,S41101,Unspecified open wound of right upper arm
9823,S42135,"Nondisplaced fracture of coracoid process, left shoulder"
9824,S42326,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm"
9825,S43422,Sprain of left rotator cuff capsule
9826,S49021,"Salter-Harris Type II physeal fracture of upper end of humerus, right arm"
9827,S56402,"Unspecified injury of extensor muscle, fascia and tendon of left index finger at forearm level"
9828,S5701,Crushing injury of right elbow
9829,S59022,"Salter-Harris Type II physeal fracture of lower end of ulna, left arm"
9830,S61102,Unspecified open wound of left thumb with damage to nail
9831,S62357,"Nondisplaced fracture of shaft of fifth metacarpal bone, left hand"
9832,S62364,"Nondisplaced fracture of neck of fourth metacarpal bone, right hand"
9833,S62512,Displaced fracture of proximal phalanx of left thumb
9834,S62654,Nondisplaced fracture of medial phalanx of right ring finger
9835,S6992,"Unspecified injury of left wrist, hand and finger(s)"
9836,S21202,Unspecified open wound of left back wall of thorax without penetration into thoracic cavity
9837,S22052,Unstable burst fracture of T5-T6 vertebra
9838,S24102,Unspecified injury at T2-T6 level of thoracic spinal cord
9839,S32111,Minimally displaced Zone I fracture of sacrum
9840,S32453,Displaced transverse fracture of unspecified acetabulum
9841,S49101,"Unspecified physeal fracture of lower end of humerus, right arm"
9842,S52032,Displaced fracture of olecranon process with intraarticular extension of left ulna
9843,S6000,Contusion of unspecified finger without damage to nail
9844,S60362,Insect bite (nonvenomous) of left thumb
9845,S60427,Blister (nonthermal) of left little finger
9846,S62252,"Displaced fracture of neck of first metacarpal bone, left hand"
9847,S62628,Displaced fracture of medial phalanx of other finger
9848,S62664,Nondisplaced fracture of distal phalanx of right ring finger
9849,S63095,Other dislocation of left wrist and hand
9850,S6440,Injury of digital nerve of unspecified finger
9851,S65596,Other specified injury of blood vessel of right little finger
9852,S66511,"Strain of intrinsic muscle, fascia and tendon of left index finger at wrist and hand level"
9853,S66525,"Laceration of intrinsic muscle, fascia and tendon of left ring finger at wrist and hand level"
9854,S72121,Displaced fracture of lesser trochanter of right femur
9855,S27819,Unspecified injury of esophagus (thoracic part)
9856,S30842,External constriction of penis
9857,S32049,Unspecified fracture of fourth lumbar vertebra
9858,S33111,Dislocation of L1/L2 lumbar vertebra
9859,S36599,Other injury of unspecified part of colon
9860,S37829,Unspecified injury of prostate
9861,S40819,Abrasion of unspecified upper arm
9862,S46899,"Other injury of other muscles, fascia and tendons at shoulder and upper arm level, unspecified arm"
9863,S4982,Other specified injuries of left shoulder and upper arm
9864,S52381,Bent bone of right radius
9865,S58122,"Partial traumatic amputation at level between elbow and wrist, left arm"
9866,S6792,"Crushing injury of unspecified part(s) of left wrist, hand and fingers"
9867,S68611,Complete traumatic transphalangeal amputation of left index finger
9868,S15109,Unspecified injury of unspecified vertebral artery
9869,S31511,"Laceration without foreign body of unspecified external genital organs, male"
9870,S31634,"Puncture wound without foreign body of abdominal wall, left lower quadrant with penetration into peritoneal cavity"
9871,S32051,Stable burst fracture of fifth lumbar vertebra
9872,S41122,Laceration with foreign body of left upper arm
9873,S42136,"Nondisplaced fracture of coracoid process, unspecified shoulder"
9874,S52312,"Greenstick fracture of shaft of radius, left arm"
9875,S52615,Nondisplaced fracture of left ulna styloid process
9876,S53016,Anterior dislocation of unspecified radial head
9877,S53192,Other subluxation of left ulnohumeral joint
9878,S60012,Contusion of left thumb without damage to nail
9879,S60049,Contusion of unspecified ring finger without damage to nail
9880,S63105,Unspecified dislocation of left thumb
9881,S63221,Subluxation of unspecified interphalangeal joint of left index finger
9882,S63312,Traumatic rupture of collateral ligament of left wrist
9883,S65801,Unspecified injury of other blood vessels at wrist and hand level of right arm
9884,S66326,"Laceration of extensor muscle, fascia and tendon of right little finger at wrist and hand level"
9885,S68121,Partial traumatic metacarpophalangeal amputation of left index finger
9886,S13180,Subluxation of C7/T1 cervical vertebrae
9887,S22070,Wedge compression fracture of T9-T10 vertebra
9888,S30824,Blister (nonthermal) of vagina and vulva
9889,S37049,Minor laceration of unspecified kidney
9890,S42211,Unspecified displaced fracture of surgical neck of right humerus
9891,S52033,Displaced fracture of olecranon process with intraarticular extension of unspecified ulna
9892,S53025,Posterior dislocation of left radial head
9893,S60221,Contusion of right hand
9894,S60441,External constriction of left index finger
9895,S60879,Other superficial bite of unspecified wrist
9896,S61142,Puncture wound with foreign body of left thumb with damage to nail
9897,S61320,Laceration with foreign body of right index finger with damage to nail
9898,S62615,Displaced fracture of proximal phalanx of left ring finger
9899,S63004,Unspecified dislocation of right wrist and hand
9900,S63033,Subluxation of midcarpal joint of unspecified wrist
9901,S63265,Dislocation of metacarpophalangeal joint of left ring finger
9902,S65590,Other specified injury of blood vessel of right index finger
9903,S7001,Contusion of right hip
9904,S71001,"Unspecified open wound, right hip"
9905,S71031,"Puncture wound without foreign body, right hip"
9906,S72124,Nondisplaced fracture of lesser trochanter of right femur
9907,S72341,Displaced spiral fracture of shaft of right femur
9908,S1244,Type III traumatic spondylolisthesis of fifth cervical vertebra
9909,S14141,Brown-Sequard syndrome at C1 level of cervical spinal cord
9910,S22030,Wedge compression fracture of third thoracic vertebra
9911,S31613,"Laceration without foreign body of abdominal wall, right lower quadrant with penetration into peritoneal cavity"
9912,S32311,Displaced avulsion fracture of right ilium
9913,S36261,Major laceration of body of pancreas
9914,S42026,Nondisplaced fracture of shaft of unspecified clavicle
9915,S45301,"Unspecified injury of superficial vein at shoulder and upper arm level, right arm"
9916,S48029,Partial traumatic amputation at unspecified shoulder joint
9917,S60059,Contusion of unspecified little finger without damage to nail
9918,S60476,Other superficial bite of right little finger
9919,S60569,Insect bite (nonvenomous) of unspecified hand
9920,S61211,Laceration without foreign body of left index finger without damage to nail
9921,S62608,Fracture of unspecified phalanx of other finger
9922,S63321,Traumatic rupture of right radiocarpal ligament
9923,S63630,Sprain of interphalangeal joint of right index finger
9924,S63635,Sprain of interphalangeal joint of left ring finger
9925,S66922,"Laceration of unspecified muscle, fascia and tendon at wrist and hand level, left hand"
9926,S70279,"Other superficial bite of hip, unspecified hip"
9927,S70369,"Insect bite (nonvenomous), unspecified thigh"
9928,S70371,Other superficial bite of right thigh
9929,S72126,Nondisplaced fracture of lesser trochanter of unspecified femur
9930,S13110,Subluxation of C0/C1 cervical vertebrae
9931,S162,"Laceration of muscle, fascia and tendon at neck level"
9932,S20301,Unspecified superficial injuries of right front wall of thorax
9933,S22031,Stable burst fracture of third thoracic vertebra
9934,S2612,Laceration of heart without hemopericardium
9935,S31031,Puncture wound without foreign body of lower back and pelvis with penetration into retroperitoneum
9936,S31602,"Unspecified open wound of abdominal wall, epigastric region with penetration into peritoneal cavity"
9937,S36113,"Laceration of liver, unspecified degree"
9938,S36501,Unspecified injury of transverse colon
9939,S41001,Unspecified open wound of right shoulder
9940,S41021,Laceration with foreign body of right shoulder
9941,S49139,"Salter-Harris Type III physeal fracture of lower end of humerus, unspecified arm"
9942,S53133,Medial subluxation of unspecified ulnohumeral joint
9943,S55101,"Unspecified injury of radial artery at forearm level, right arm"
9944,S59092,"Other physeal fracture of lower end of ulna, left arm"
9945,S63202,Unspecified subluxation of right middle finger
9946,S63529,Sprain of radiocarpal joint of unspecified wrist
9947,S63636,Sprain of interphalangeal joint of right little finger
9948,S65109,Unspecified injury of radial artery at wrist and hand level of unspecified arm
9949,S66324,"Laceration of extensor muscle, fascia and tendon of right ring finger at wrist and hand level"
9950,S130,Traumatic rupture of cervical intervertebral disc
9951,S15309,Unspecified injury of unspecified internal jugular vein
9952,S22058,Other fracture of T5-T6 vertebra
9953,S238,Sprain of other specified parts of thorax
9954,S2690,"Unspecified injury of heart, unspecified with or without hemopericardium"
9955,S30854,Superficial foreign body of vagina and vulva
9956,S32699,Other specified fracture of unspecified ischium
9957,S40211,Abrasion of right shoulder
9958,S40919,Unspecified superficial injury of unspecified shoulder
9959,S42346,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm"
9960,S52002,Unspecified fracture of upper end of left ulna
9961,S52119,Torus fracture of upper end of unspecified radius
9962,S52126,Nondisplaced fracture of head of unspecified radius
9963,S56102,"Unspecified injury of flexor muscle, fascia and tendon of left index finger at forearm level"
